blend_weight,dataset,n_train,n_object_cols,gate_c,gate_d,l2,msl,base_public,base_private,blend_public,blend_private,delta_public,delta_private
0.3,train_01,14957,5,True,False,0.0,20,0.7102870983349717,0.7048178137651822,0.7102907783443926,0.701434366548783,3.6800094208588874e-06,-0.0033834472163991602
0.3,train_02,14929,2,True,False,0.0,20,0.9643700590861614,0.9634800627240143,0.954013900480267,0.9545275697644647,-0.010356158605894339,-0.008952492959549585
0.3,train_03,3501,7,True,True,0.0,20,0.79257860385303,0.8095448403699343,0.7963386020992818,0.8118702118821172,0.003759998246251728,0.0023253715121828167
0.3,train_04,8775,0,False,False,0.0,20,0.8236471114650334,0.8249596159615962,0.8237889008664838,0.8287080708070806,0.00014178940145037622,0.0037484548454844724
0.3,train_05,1060,5,True,True,0.0,20,0.6531348175078051,0.6568729335399399,0.6597470985156493,0.6725922324705857,0.006612281007844167,0.01571929893064583
0.3,train_06,10803,9,True,False,0.0,20,0.7996932479509196,0.8137084747042992,0.7874806859969098,0.7993140417477045,-0.01221256195400977,-0.014394432956594705
0.3,train_07,10417,6,True,False,0.0,20,0.823647674944289,0.826507438189261,0.8222610831723017,0.8221732888371869,-0.0013865917719873,-0.0043341493520741015
0.3,train_08,8173,12,True,False,0.0,20,0.8460265451826358,0.8411095500558378,0.8430252154907505,0.8379211547005776,-0.0030013296918852683,-0.003188395355260165
0.3,train_09,1109,4,True,True,1.0,50,0.6204240363998369,0.6334741379351727,0.6301982592843475,0.6464375326323026,0.009774222884510575,0.012963394697129926
0.3,train_10,11800,0,False,False,0.0,20,0.8368071738891478,0.8477427122593616,0.8199640511942483,0.8359085598558141,-0.016843122694899515,-0.01183415240354746
0.3,train_11,28879,0,False,False,0.0,20,0.8281288505544799,0.8166544351437908,0.8284600982541486,0.8131503599974128,0.0003312476996686353,-0.0035040751463779607
0.3,train_12,49432,3,True,False,0.0,20,0.7948877046382947,0.7695051699332349,0.784041609019917,0.7619428305736462,-0.010846095618377682,-0.007562339359588721
0.3,train_13,500,4,True,True,1.0,50,0.6283801935207741,0.644000096000384,0.6271023484093936,0.6445943383773536,-0.0012778451113805156,0.0005942423769695893
0.3,train_14,11108,15,True,False,0.0,20,0.7975249216637995,0.8044250066087149,0.7824020029491275,0.7886048955054978,-0.015122918714671973,-0.015820111103217016
0.3,train_15,500,24,True,True,1.0,70,0.8410969558065426,0.843626698522491,0.8516175574008511,0.8567510612339556,0.010520601594308454,0.013124362711464665
0.3,train_16,1809,0,False,False,1.0,20,0.892160096009601,0.89325466058738,0.8802186618661867,0.8771140487076822,-0.011941434143414309,-0.01614061187969784
0.4,train_01,14957,5,True,False,0.0,20,0.7102870983349717,0.7048178137651822,0.7114764613797412,0.7029855499191884,0.0011893630447694648,-0.0018322638459937757
0.4,train_02,14929,2,True,False,0.0,20,0.9643700590861614,0.9634800627240143,0.9568612460831099,0.9571836597542243,-0.0075088130030515066,-0.00629640296979006
0.4,train_03,3501,7,True,True,0.0,20,0.79257860385303,0.8095448403699343,0.7970519424764112,0.8129068840085744,0.004473338623381173,0.003362043638640011
0.4,train_04,8775,0,False,False,0.0,20,0.8236471114650334,0.8249596159615962,0.8250706866575853,0.8295064706470647,0.0014235751925518736,0.00454685468546856
0.4,train_05,1060,5,True,True,0.0,20,0.6531348175078051,0.6568729335399399,0.6613359236453932,0.6731256054054859,0.008201106137588066,0.01625267186554602
0.4,train_06,10803,9,True,False,0.0,20,0.7996932479509196,0.8137084747042992,0.7911812465889995,0.8033021953128614,-0.008512001361920096,-0.01040627939143779
0.4,train_07,10417,6,True,False,0.0,20,0.823647674944289,0.826507438189261,0.8238782801429079,0.8241730868729487,0.00023060519861883844,-0.002334351316312322
0.4,train_08,8173,12,True,False,0.0,20,0.8460265451826358,0.8411095500558378,0.8444327714952984,0.8393386729429094,-0.0015937736873373742,-0.0017708771129283374
0.4,train_09,1109,4,True,True,1.0,50,0.6204240363998369,0.6334741379351727,0.6303210781689793,0.6462849618669093,0.009897041769142412,0.012810823931736603
0.4,train_10,11800,0,False,False,0.0,20,0.8368071738891478,0.8477427122593616,0.8250263720042195,0.8405795883894136,-0.01178080188492836,-0.007163123869947996
0.4,train_11,28879,0,False,False,0.0,20,0.8281288505544799,0.8166544351437908,0.8301285785153062,0.815272385127749,0.0019997279608262586,-0.001382050016041747
0.4,train_12,49432,3,True,False,0.0,20,0.7948877046382947,0.7695051699332349,0.7872205735976261,0.7645235571803064,-0.007667131040668629,-0.0049816127529285215
0.4,train_13,500,4,True,True,1.0,50,0.6283801935207741,0.644000096000384,0.6280465921863687,0.6455917023668095,-0.00033360133440540896,0.0015916063664255242
0.4,train_14,11108,15,True,False,0.0,20,0.7975249216637995,0.8044250066087149,0.7866524938303843,0.7929565661821983,-0.010872427833415244,-0.011468440426516513
0.4,train_15,500,24,True,True,1.0,70,0.8410969558065426,0.843626698522491,0.8529013305751538,0.857512726565027,0.011804374768611181,0.013886028042536025
0.4,train_16,1809,0,False,False,1.0,20,0.892160096009601,0.89325466058738,0.8840525652565256,0.8814295881377107,-0.008107530753075354,-0.01182507244966935
0.5,train_01,14957,5,True,False,0.0,20,0.7102870983349717,0.7048178137651822,0.7122455033484886,0.7042363700372853,0.0019584050135168507,-0.0005814437278968132
0.5,train_02,14929,2,True,False,0.0,20,0.9643700590861614,0.9634800627240143,0.9592052200882709,0.959371079749104,-0.005164838997890442,-0.004108982974910358
0.5,train_03,3501,7,True,True,0.0,20,0.79257860385303,0.8095448403699343,0.7973305260557253,0.813403097679045,0.004751922202695269,0.003858257309110602
0.5,train_04,8775,0,False,False,0.0,20,0.8236471114650334,0.8249596159615962,0.8259218231492482,0.8298090609060906,0.0022747116842147808,0.004849444944494463
0.5,train_05,1060,5,True,True,0.0,20,0.6531348175078051,0.6568729335399399,0.6620896422924518,0.6726431213374617,0.008954824784646709,0.015770187797521817
0.5,train_06,10803,9,True,False,0.0,20,0.7996932479509196,0.8137084747042992,0.794213087074094,0.8066179615983083,-0.005480160876825568,-0.007090513105990848
0.5,train_07,10417,6,True,False,0.0,20,0.823647674944289,0.826507438189261,0.8249756952362663,0.82567293539977,0.0013280202919773165,-0.0008345027894909318
0.5,train_08,8173,12,True,False,0.0,20,0.8460265451826358,0.8411095500558378,0.8454978214051585,0.8404727195584216,-0.000528723777477258,-0.000636830497416141
0.5,train_09,1109,4,True,True,1.0,50,0.6204240363998369,0.6334741379351727,0.6299058943303123,0.6453987393350474,0.009481857930475401,0.011924601399874724
0.5,train_10,11800,0,False,False,0.0,20,0.8368071738891478,0.8477427122593616,0.829337012693922,0.8442830467267677,-0.007470161195225811,-0.003459665532593914
0.5,train_11,28879,0,False,False,0.0,20,0.8281288505544799,0.8166544351437908,0.8312371381478934,0.8168811345730078,0.003108287593413417,0.00022669942921704767
0.5,train_12,49432,3,True,False,0.0,20,0.7948877046382947,0.7695051699332349,0.7898967374513018,0.7666770026931269,-0.0049909671869928784,-0.002828167240108037
0.5,train_13,500,4,True,True,1.0,50,0.6283801935207741,0.644000096000384,0.6287749150996604,0.6462961051844207,0.00039472157888631454,0.002296009184036718
0.5,train_14,11108,15,True,False,0.0,20,0.7975249216637995,0.8044250066087149,0.7902390630120013,0.7967803397615485,-0.007285858651798205,-0.007644666847166359
0.5,train_15,500,24,True,True,1.0,70,0.8410969558065426,0.843626698522491,0.8531912019321344,0.8573863691834592,0.012094246125591734,0.013759670660968282
0.5,train_16,1809,0,False,False,1.0,20,0.892160096009601,0.89325466058738,0.887103190319032,0.8851527139185288,-0.005056905690569047,-0.008101946668851223
0.6,train_01,14957,5,True,False,0.0,20,0.7102870983349717,0.7048178137651822,0.7125477441222249,0.7050392856571346,0.002260645787253157,0.00022147189195242944
0.6,train_02,14929,2,True,False,0.0,20,0.9643700590861614,0.9634800627240143,0.961168785328814,0.9611068708397339,-0.003201273757347356,-0.0023731918842804234
0.6,train_03,3501,7,True,True,0.0,20,0.79257860385303,0.8095448403699343,0.7972161163720897,0.8134639842645381,0.004637512519059639,0.003919143894603794
0.6,train_04,8775,0,False,False,0.0,20,0.8236471114650334,0.8249596159615962,0.8263603140747267,0.8297082508250826,0.0027132026096932105,0.004748634863486423
0.6,train_05,1060,5,True,True,0.0,20,0.6531348175078051,0.6568729335399399,0.6618734358275341,0.6711589427341821,0.008738618319728997,0.014286009194242166
0.6,train_06,10803,9,True,False,0.0,20,0.7996932479509196,0.8137084747042992,0.7965555674488909,0.8093687241253323,-0.0031376805020286724,-0.00433975057896685
0.6,train_07,10417,6,True,False,0.0,20,0.823647674944289,0.826507438189261,0.8256257426455584,0.8267670150469759,0.0019780677012694037,0.0002595768577149382
0.6,train_08,8173,12,True,False,0.0,20,0.8460265451826358,0.8411095500558378,0.8462318087650831,0.8412398781576346,0.00020526358244732368,0.0001303281017968061
0.6,train_09,1109,4,True,True,1.0,50,0.6204240363998369,0.6334741379351727,0.62889365868896,0.644063685133623,0.008469622289123069,0.010589547198450289
0.6,train_10,11800,0,False,False,0.0,20,0.8368071738891478,0.8477427122593616,0.8327318932371028,0.8470026926823273,-0.004075280652044988,-0.0007400195770342899
0.6,train_11,28879,0,False,False,0.0,20,0.8281288505544799,0.8166544351437908,0.8318282632699109,0.8179433078520613,0.0036994127154309497,0.0012888727082704943
0.6,train_12,49432,3,True,False,0.0,20,0.7948877046382947,0.7695051699332349,0.7920082604918951,0.7682491667178668,-0.0028794441463996234,-0.0012560032153681178
0.6,train_13,500,4,True,True,1.0,50,0.6283801935207741,0.644000096000384,0.6291281965127861,0.6464912259649038,0.0007480029920119424,0.0024911299645198337
0.6,train_14,11108,15,True,False,0.0,20,0.7975249216637995,0.8044250066087149,0.7931832305490701,0.7998606729303841,-0.0043416911147293735,-0.004564333678330756
0.6,train_15,500,24,True,True,1.0,70,0.8410969558065426,0.843626698522491,0.8525111806951757,0.8563733494917136,0.011414224888633084,0.012746650969222673
0.6,train_16,1809,0,False,False,1.0,20,0.892160096009601,0.89325466058738,0.8894882288228821,0.8882187845607963,-0.002671867186718857,-0.00503587602658373
0.7,train_01,14957,5,True,False,0.0,20,0.7102870983349717,0.7048178137651822,0.7125601441539691,0.7055333568033797,0.0022730458189973435,0.0007155430381975414
0.7,train_02,14929,2,True,False,0.0,20,0.9643700590861614,0.9634800627240143,0.9626632197605833,0.9623973534306195,-0.0017068393255780245,-0.0010827092933948235
0.7,train_03,3501,7,True,True,0.0,20,0.79257860385303,0.8095448403699343,0.7966713502630862,0.8131172267592462,0.004092746410056192,0.003572386389311899
0.7,train_04,8775,0,False,False,0.0,20,0.8236471114650334,0.8249596159615962,0.8263531925980172,0.829127792779278,0.002706081132983762,0.004168176817681779
0.7,train_05,1060,5,True,True,0.0,20,0.6531348175078051,0.6568729335399399,0.6608640183898058,0.6687456422407041,0.007729200882000686,0.011872708700764179
0.7,train_06,10803,9,True,False,0.0,20,0.7996932479509196,0.8137084747042992,0.7983148477303756,0.8114435786014569,-0.0013784002205439183,-0.0022648961028423065
0.7,train_07,10417,6,True,False,0.0,20,0.823647674944289,0.826507438189261,0.8258175402378867,0.8274174775242771,0.0021698652935976392,0.0009100393350160996
0.7,train_08,8173,12,True,False,0.0,20,0.8460265451826358,0.8411095500558378,0.8467022744965481,0.8417178812877505,0.0006757293139123544,0.0006083312319127288
0.7,train_09,1109,4,True,True,1.0,50,0.6204240363998369,0.6334741379351727,0.6274503167607052,0.642175711918233,0.0070262803608682756,0.008701573983060262
0.7,train_10,11800,0,False,False,0.0,20,0.8368071738891478,0.8477427122593616,0.8351210936193749,0.8486462738426084,-0.001686080269772905,0.0009035615832467814
0.7,train_11,28879,0,False,False,0.0,20,0.8281288505544799,0.8166544351437908,0.8317332895937015,0.8184581044725749,0.0036044390392215853,0.0018036693287841743
0.7,train_12,49432,3,True,False,0.0,20,0.7948877046382947,0.7695051699332349,0.7935647427332295,0.7693173294523634,-0.0013229619050652008,-0.00018784048087150396
0.7,train_13,500,4,True,True,1.0,50,0.6283801935207741,0.644000096000384,0.6292745170980685,0.6463297853191412,0.0008943235772943536,0.002329689318757211
0.7,train_14,11108,15,True,False,0.0,20,0.7975249216637995,0.8044250066087149,0.795449236350045,0.8022439707078719,-0.0020756853137544606,-0.0021810359008429536
0.7,train_15,500,24,True,True,1.0,70,0.8410969558065426,0.843626698522491,0.8509104057414697,0.8544418980911312,0.009813449934927054,0.010815199568640299
0.7,train_16,1809,0,False,False,1.0,20,0.892160096009601,0.89325466058738,0.8911749574957496,0.890575478859033,-0.0009851385138514024,-0.0026791817283470243
